Product SKU,Warranty
ARO001-1,"<div id=""how-to-text""><p>Using dry hands and face, take a pea-sized amount and rub onto your skin. Gently rub in small circules until all make up is removed. Rinse well with warm water. Finish with your favourite toner and moisturiser. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Helianthus Annuus Seed Oil, Polyglyceryl-2 Sesquioleate(Plant-derived emulsifier), Prunus Armeniaca Kernel Oil, Polyglyceryl-3 Caprate(Plant-derived emulsifier), Polyglyceryl-10 Oleate(Plant-derived emulsifier), Euphorbia Cerifera Cera, Hydrogenated Vegetable Oil, Orbignya Oleifera Seed Oil, Cetyl Palmitate(Plant-derived emulsifier), Sorbitan Olivate(Olive-derived emulsifier), Sorbitan Palmitate (Plant-derived emulsifier), Limonene (Ingredient in Orange oil), Citrus Aurantium Dulcis Peel Oil, Citrus Aurantium Bergamia Fruit Oil, Tocopherol (Vitamine E), Pelargonium Graveolens Oil(Ingredient in Rose geranium oil), Linalool (Ingredient in Rowood oil), Aniba Rosodora Wood Oil, Citronellol(Ingredient in Rose geranium oil), Geraniol(Ingredient in Rose geranium oil) </p><p>Organic ingredients 2%, Natural ingredients 100%</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO007,"<div id=""how-to-text""><p>After cleansing, dampen a cotton pad with a few drops of toner and gently sweep over the face. Follow with an essence or serum and a moisturiser to nourish the skin.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Melaleuca Alternifolia Leaf Extract, Aloe Barbadensis Leaf Extract, Butylene Glycol, Niacinamide, Glycerin, Propanediol, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Ethylhexylglycerin, Betaine, Citrus Aurantium Bergamia Fruit Oil, Limonene, Adenosine, Linalool, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Verbena Officinalis Extract, Styrax Benzoin Gum, Citral</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO008,"<div id=""how-to-text""><p>Gently massage onto face and body, especially after sun exposure. Keep in fridge for best use. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. </p></div><div id=""ingredients-text""><p>Aloe barbadensis leaf extract, Propanediol, Rosmarinus officinalis leaf water, Sodium carbomer, Zanthoxylum piperitum fruit extract, Usnea barbata (lichen) extract, Pulsatilla Koreana Extract, Phenethyl alcohol </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO009,"<div id=""how-to-text""><p>Apply an appropriate amount of the cream and pat gently to promote absorption into the skin.
-</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Organic ingredients 44%, Natural ingredients 94.9%</p>
Aqua, Butylene Glycol(Moisturizer), Caprylic/capric Triglyceride(Plant-derived emollient), Ethylhexyl Palmitate(Plant-derived emollient), 1)Orbignya Oleifera Seed Oil, Glycerin(Plant-derived moisturizer), Betaine(Sugar beet-derived moisturizer), Niacinamide(Whitening agent), Rosa Canina Fruit Oil, Arachidyl Alcohol(Plant-derived emollient), Polyglyceryl-3 Methylglucose Distearate(Plant-derived emulsifier), 1,2-Hexanediol(Emollient), 1)Argania Spinosa Kernel Oil, 1)Butyrospermum Parkii Butter, Limnanthes Alba Seed Oil, Behenyl Alcohol(Plant-derived emollient), Simmondsia Chinensis Seed Oil, Panthenol(Vitamin B5), Cetearyl Alcohol(Plant-derived emollient), Arachidyl Glucoside(Plant-derived emulsifier), Phenethyl Alcohol(Emollient), 1)Copernicia Cerifera Cera, Ethylhexylglycerin(Emollient), Allantoin(Skin calming agent), Rosa Damascena Flower Extract, 1)Aloe Barbadensis Leaf Extract, Eclipta Prostrata Extract, Propanediol(Plant-derived moisturizer), Acrylates/C10-30 Alkyl Acrylate Crosspolymer(Moisturizing/Thickening agent), Arginine(Amino acid emollient), Mauritia Flexuosa Fruit Oil, 2)Rosa Damascena Flower Oil, Sodium Hyaluronate Crosspolymer(Mucopolysaccharide mosturizer), Prunus Insititia Seed Oil, Xanthan Gum(Protein fermentation moisturizing/thickening agent), Adenosine(Anti-wrinkle agent), Hydrolyzed Glycosaminoglycans(Plant-derived moisturizer), Melia Azadirachta Leaf Extract, 2)Citronellol(Ingredient in rose oil), Sodium Hyaluronate(Mucopolysaccharide mosturizer), 2)Geraniol(Ingredient in rose oil), Maltodextrin(Polysaccharides moisturizer), 2)Benzyl Alcohol(Ingredient in rose oil), Avena Sativa Protein Extract(Oat-derived emollient), Calendula Officinalis Flower Extract(Calendula extract), Glycine Soja Seed Extract, Morus Alba Fruit Extract, Phyllanthus Emblica Fruit Extract, Rosa Canina Fruit Extract, Rubus Idaeus Leaf Extract, Sambucus Nigra Fruit Extract, Moringa Oleifera Seed Oil(Moringa seed extract), 2)Eugenol(Ingredient in rose oil), Hydrolyzed Hyaluronic Acid(Mucopolysaccharide mosturizer), Hippophae Rhamnoides Fruit Extract, Hylocereus Undatus Fruit Extract, Litchi Chinensis Fruit Extract, Mangifera Indica Fruit Extract, Psidium Guajava Fruit Extract, Hyaluronic Acid(Mucopolysaccharide mosturizer), Tocopherol(Vitamine E), Raspberry Ketone
1)Organic raw material(s) 2)Naturally found in essential oil(s)</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO010,"<div id=""how-to-text""><p>Apply an appropriate amount of the serum using the dropper and pat gently to promote absorption into the skin.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Organic ingredients 74.4%, Natural ingredients 94.9%
Aqua, Propanediol(Plant-derived moisturizer), Glycerin(Plant-derived moisturizer), Betaine(Sugar beet-derived moisturizer), Niacinamide(Whitening agent), Polyglyceryl-10 Laurate(Plant-derived emulsifier), Panthenol(Vitamin B5), Phenethyl Alcohol(Emollient), 1)Aloe Barbadensis Leaf Extract, Sodium Carbomer(Moisturizing/Thickening agent), Polyglyceryl-10 Myristate(Plant-derived emulsifier), Glyceryl Caprylate(Plant-derived emollient), Levulinic Acid(Plant-derived emollient), Allantoin(Skin calming agent), Avena Sativa Protein Extract(Oat-derived emollient), Sodium Levulinate(Plant-derived emollient), Adenosine(Anti-wrinkle agent), Butylene Glycol(Moisturizer), Rosa Damascena Flower Extract, Maltodextrin(Polysaccharides moisturizer), Eclipta Prostrata Extract, 2)Rosa Damascena Flower Oil, 2)Citronellol(Ingredient in rose oil), Melia Azadirachta Leaf Extract, 1,2-Hexanediol(Emollient), Hippophae Rhamnoides Fruit Extract(Sea buckthorn oil), Hylocereus Undatus Fruit Extract, Litchi Chinensis Fruit Extract, Mangifera Indica Fruit Extract, Psidium Guajava Fruit Extract, 2)Geraniol(Ingredient in rose oil), Moringa Oleifera Seed Oil(Moringa seed extract), Calendula Officinalis Flower Extract, Glycine Soja Seed Extract, Morus Alba Fruit Extract, Phyllanthus Emblica Fruit Extract, Rosa Canina Fruit Extract, Rubus Idaeus Leaf Extract, Sambucus Nigra Fruit Extract
1)Organic raw material(s) 2)Naturally found in essential oil(s)</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
ARO011,"<div id=""how-to-text""><p>Take an appropriate amount, spread smoothly, and pat the skin gently to help absorption.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Organic ingredients 9.5%, Natural ingredients 83.9%
Rosa Damascena Flower Extract, 1)Aloe Barbadensis Leaf Extract, Methylpropanediol(Emollient), Triethylhexanoin(Emollient), Caprylic/capric Triglyceride(Plant-derived emollient), Butylene Glycol(Moisturizer), Ethylhexyl Palmitate(Plant-derived emollient), Niacinamide(Whitening agent), 1,2-Hexanediol(Emollient), Maltodextrin(Polysaccharides moisturizer), Polyglyceryl-4 Isostearate(Plant-derived emulsifier), Polyglyceryl-10 Laurate(Plant-derived emulsifier), Caprylyl Glycol(Emollient), Glycerin(Plant-derived moisturizer), Polyglyceryl-10 Myristate(Plant-derived emulsifier), 2)Rosa Damascena Flower Oil, Illicium Verum Fruit Extract, Hydrogenated Lecithin(Soybean-derived emulsifier), Eclipta Prostrata Extract, Aqua, 2)Citronellol(Ingredient in Rose oil), 2)Geraniol(Ingredient in Rose oil), Melia Azadirachta Leaf Extract, Ceramide NP(Tonka bean-derived ceramide), 2)Eugenol(Ingredient in Rose oil), Moringa Oleifera Seed Oil(Moringa seed extract)
1)Organic raw material(s) 2)Naturally found in essential oil(s)</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX001,"<div id=""how-to-text""><p>For the last step of your routine skin care at night, apply an adequate amount to the entire face before bed. Can be used in place of moisturizer. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Glycerin, Butylene Glycol, Cyclopentasiloxane, Cyclohexasiloxane, Trehalose, Water, 1,2-Hexanediol, Polysorbate 20, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Dimethicone, Dimethiconol, Carbomer, Dimethicone/Vinyl Dimethicone Crosspolymer, Propanediol, Tromethamine, Ethylhexylglycerin, Alcohol, Fragrance, Disodium EDTA, Opuntia Ficus-Indica Seed Oil, Dextrin, Theobroma Cacao (Cocoa) Extract, Sodium Hyaluronate, Beta-Glucan , Centella Asiatica Leaf Extract, Perilla Ocymoides Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Paeonia Suffruticosa Root Extract, Caprylic/Capric Triglyceride, Cetyl Ethylhexanoate, Ceramide NP, Hydrogenated Lecithin, Acorus Calamus Root Extract, Citrus Grandis (Grapefruit) Seed Extract,  Perilla Frutescens Leaf Extract, Polysorbate 80, Benzyl Salicylate, Citronellol, Hexyl Cinnamal</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX001-1,"<div id=""how-to-text""><p>For the last step of your routine skin care at night, apply an adequate amount to the entire face before bed. Can be used in place of moisturizer. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Glycerin, Butylene Glycol, Cyclopentasiloxane, Cyclohexasiloxane, Trehalose, Water, 1,2-Hexanediol, Polysorbate 20, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Dimethicone, Dimethiconol, Carbomer, Dimethicone/Vinyl Dimethicone Crosspolymer, Propanediol, Tromethamine, Ethylhexylglycerin, Alcohol, Fragrance, Disodium EDTA, Opuntia Ficus-Indica Seed Oil, Dextrin, Theobroma Cacao (Cocoa) Extract, Sodium Hyaluronate, Beta-Glucan , Centella Asiatica Leaf Extract, Perilla Ocymoides Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Paeonia Suffruticosa Root Extract, Caprylic/Capric Triglyceride, Cetyl Ethylhexanoate, Ceramide NP, Hydrogenated Lecithin, Acorus Calamus Root Extract, Citrus Grandis (Grapefruit) Seed Extract,  Perilla Frutescens Leaf Extract, Polysorbate 80, Benzyl Salicylate, Citronellol, Hexyl Cinnamal</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX002,"<div id=""how-to-text""><p>Apply a small amount over the face after cleansing and toning, then use the palms of your hands to gently press the face to encourage greater absorption.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Butylene Glycol, Glycerin, Squalane, Dimethicone, 1,2-Hexanediol, Tocopheryl Acetate, Niacinamide, Polymethylsilsesquioxane, Glyceryl Stearate, Polyglyceryl-3 Dicitrate/Stearate, Hippophae Rhamnoides Oil, Opuntia Ficus-Indica Seed Oil, Morus Nigra Fruit Extract, Bisabolol, Glutathione, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Tromethamine, Trisiloxane, Cyclotetrasiloxane, Farnesol, Ethylhexylglycerin, Water, Citric Acid, Fragrance</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX003,"<div id=""how-to-text""><p>After cleansing and toning, take a small amount of Oil Essence and massage evenly onto face and neck. Pat gently for full absorption. Follow with moisturizer.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Butylene Glycol, Glycerin, Methyl Gluceth-20, Alcohol, Water, Dimethicone, 1,2-Hexanediol, Opuntia Ficus-Indica Seed Oil, Polyquaternium-51, Ilex Paraguariensis Leaf Extract, Prunus Mume Fruit Extract, Euterpe Oleracea Fruit Extract, Myrciaria Dubia Fruit Extract, Chenopodium Quinoa Seed Extract, Theobroma Cacao (Cocoa) Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Hydrogenated Lecithin, Xanthan Gum, Ethylhexylglycerin, Sodium Methyl Stearoyl Taurate, Dextrin, Disodium EDTA, Phenoxyethanol, Fragrance</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX002-1,"<div id=""how-to-text""><p>Apply a small amount over the face after cleansing and toning, then use the palms of your hands to gently press the face to encourage greater absorption.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Butylene Glycol, Glycerin, Squalane, Dimethicone, 1,2-Hexanediol, Tocopheryl Acetate, Niacinamide, Polymethylsilsesquioxane, Glyceryl Stearate, Polyglyceryl-3 Dicitrate/Stearate, Hippophae Rhamnoides Oil, Opuntia Ficus-Indica Seed Oil, Morus Nigra Fruit Extract, Bisabolol, Glutathione, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Tromethamine, Trisiloxane, Cyclotetrasiloxane, Farnesol, Ethylhexylglycerin, Water, Citric Acid, Fragrance</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
HUX003-1,"<div id=""how-to-text""><p>After cleansing and toning, take a small amount of Oil Essence and massage evenly onto face and neck. Pat gently for full absorption. Follow with moisturizer.</p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Opuntia Ficus-Indica Stem Extract, Butylene Glycol, Glycerin, Methyl Gluceth-20, Alcohol, Water, Dimethicone, 1,2-Hexanediol, Opuntia Ficus-Indica Seed Oil, Polyquaternium-51, Ilex Paraguariensis Leaf Extract, Prunus Mume Fruit Extract, Euterpe Oleracea Fruit Extract, Myrciaria Dubia Fruit Extract, Chenopodium Quinoa Seed Extract, Theobroma Cacao (Cocoa) Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Betaine, Hydrogenated Lecithin, Xanthan Gum, Ethylhexylglycerin, Sodium Methyl Stearoyl Taurate, Dextrin, Disodium EDTA, Phenoxyethanol, Fragrance</p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
